Sigmah,Ra,Rz,Ra_pdz,Rz_pdz,CGrits,FnSteady,FtSteady,MaxStress,MeanStress,Cutting,Plughing,Rubbing,Inactive,Cutting/%,Plughing/%,Rubbing/%,Inactive/%
0,0.00172101004013021,0.0853733134611681,4.48238909705309,41.4007754720477,999.666666666667,20.6251929865489,8.55485542768836,20.9717675198087,2.35489380489564,187.666666666667,2013,133.666666666667,1552.33333333333,0.0482875473278979,0.517920465857795,0.0343920024712594,0.399399984343048
0.1,0.047461126783365,0.399572802190375,4.36104189087533,38.3568543928663,999.666666666667,18.3881860443413,7.62160168489578,20.6254242868418,2.24389303992919,166,1824.33333333333,186,1700.66666666667,0.0428114692673343,0.470546489002463,0.0479734881735233,0.43866855355668
0.2,0.093767472060501,0.698032555490957,4.31537215708267,35.292602513212,999.666666666667,16.9281528489442,7.1504565392508,20.1981664140839,2.14254863230506,224.666666666667,1417,211.666666666667,2022.33333333333,0.0579743817980222,0.36561016319255,0.05461688415095,0.521798570858478
0.3,0.139833609288096,1.05455373090943,4.2558171465191,33.7057236338366,999,16.083180650412,6.96714876987406,19.1750426526529,1.96188040070778,275.666666666667,1056.66666666667,180.666666666667,2343.33333333333,0.0714836386191688,0.274014659658435,0.0468460599144901,0.607655641807906
0.4,0.16118817694758,1.30311437166498,4.04101754807658,32.6096065429291,1000,13.7459788549213,6.00789506386565,17.164067309984,1.75424600405559,278,828.666666666667,150.333333333333,2624.33333333333,0.0716173705164778,0.213522512878566,0.0387308277964192,0.676129288808537
0.5,0.215806994916045,1.54006541559589,3.79315717735242,28.5964761663572,999.666666666667,12.0534854305445,5.32313504096944,15.8231097056783,1.58740591808923,254.666666666667,651,125,2852,0.0655917017099518,0.167667785714134,0.0321942891063244,0.73454622346959
