SepGap,Ra,Rz,Ra_pdz,Rz_pdz,CGrits,FnSteady,FtSteady,MaxStress,MeanStress,Cutting,Plughing,Rubbing,Inactive,Cutting/%,Plughing/%,Rubbing/%,Inactive/%
5,0.000543686333333333,0.00344839733333333,4.291559878,30.4956703833333,1000,14.2679035866667,5.82496811333333,19.91888934,2.354690165,33.3333333333333,2147,154.666666666667,1550.66666666667,0.00857846533333333,0.552543624666667,0.0398046043333333,0.399073305666667
8,0.000592841,0.00387063366666667,4.60228866366667,31.67071048,892.666666666667,13.53750402,5.545490211,20.5132173,2.40798880433333,33.6666666666667,1920.66666666667,135.333333333333,1381.33333333333,0.009699476,0.553344709333333,0.0389915216666667,0.397964292333333
10,0.000632149666666667,0.0115151106666667,3.97549919466667,28.0409009733333,833.333333333333,13.71572351,5.631106771,20.9602329966667,2.40281316533333,35.6666666666667,1784.66666666667,124.333333333333,1290.66666666667,0.0110247143333333,0.551614268666667,0.038431065,0.398929952
12,0.000722723666666667,0.0241447163333333,4.726581999,34.1380984933333,781,15.7649681866667,6.466556349,21.1873668033333,2.466880846,41,1691.66666666667,101.333333333333,1201.33333333333,0.0135066353333333,0.557327983,0.0333823623333333,0.395783018666667
15,0.00111763733333333,0.0482186626666667,5.138247499,34.7728972466667,714.666666666667,20.77725808,8.65122837766667,22.11926168,2.516684184,163,1459,65,1092.66666666667,0.0586400226666667,0.524881399666667,0.0233837076666667,0.393094869666667
20,0.002567631,0.0821437663333333,6.06711578233333,40.1906545633333,624.666666666667,22.5041278133333,9.70801994033333,22.3362798366667,2.490440917,398.333333333333,1025.33333333333,49.6666666666667,954,0.164101105666667,0.422413404333333,0.0204616293333333,0.393023861
