FilletMode,Ra,Rz,Ra_pdz,Rz_pdz,CGrits,FnSteady,FtSteady,MaxStress,MeanStress,Cutting,Plughing,Rubbing,Inactive,Cutting/%,Plughing/%,Rubbing/%,Inactive/%
0,0.00172101004013021,0.0853733134611681,4.48238909705309,41.4007754720477,999.666666666667,20.6251929865489,8.55485542768836,20.9717675198087,2.35489380489564,187.666666666667,2013,133.666666666667,1552.33333333333,0.0482875473278979,0.517920465857795,0.0343920024712594,0.399399984343048
1,0.00389653509006899,0.141895748812423,4.21016204532465,37.6953765671995,999.666666666667,25.1521984265529,10.5142298625296,20.5579508624572,2.35970526955177,299.333333333333,1952.66666666667,120,1532,0.0766743376138666,0.50017129736101,0.0307362287314224,0.392418136293701
2,0.00600454683710522,0.151821818421332,4.19307252631862,38.9769848668527,999.666666666667,25.4356587608213,10.704777187616,20.4440173072262,2.34487079690913,350,1895.66666666667,114.666666666667,1528.33333333333,0.0900034911202078,0.487485486329089,0.0294871491742417,0.393023873376461
